,标普500
,SPX.GI
日期,收盘价
Date,close
2008-12-11,873.5900
2008-12-12,879.7300
2008-12-15,868.5700
2008-12-16,913.1800
2008-12-17,904.4200
2008-12-18,885.2800
2008-12-19,887.8800
2008-12-22,871.6300
2008-12-23,863.1600
2008-12-24,868.1500
2008-12-25,868.1500
2008-12-26,872.8000
2008-12-29,869.4200
2008-12-30,890.6400
2008-12-31,903.2500
2009-01-05,927.4500
2009-01-06,934.7000
2009-01-07,906.6500
2009-01-08,909.7300
2009-01-09,890.3500
2009-01-12,870.2600
2009-01-13,871.7900
2009-01-14,842.6200
2009-01-15,843.7400
2009-01-16,850.1200
2009-01-19,850.1200
2009-01-20,805.2200
2009-01-21,840.2400
2009-01-22,827.5000
2009-01-23,831.9500
2009-02-02,825.4400
2009-02-03,838.5100
2009-02-04,832.2300
2009-02-05,845.8500
2009-02-06,868.6000
2009-02-09,869.8900
2009-02-10,827.1600
2009-02-11,833.7400
2009-02-12,835.1900
2009-02-13,826.8400
2009-02-16,826.8400
2009-02-17,789.1700
2009-02-18,788.4200
2009-02-19,778.9400
2009-02-20,770.0500
2009-02-23,743.3300
2009-02-24,773.1400
2009-02-25,764.9000
2009-02-26,752.8300
2009-02-27,735.0900
2009-03-02,700.8200
2009-03-03,696.3300
2009-03-04,712.8700
2009-03-05,682.5500
2009-03-06,683.3800
2009-03-09,676.5300
2009-03-10,719.6000
2009-03-11,721.3600
2009-03-12,750.7400
2009-03-13,756.5500
2009-03-16,753.8900
2009-03-17,778.1200
2009-03-18,794.3500
2009-03-19,784.0400
2009-03-20,768.5400
2009-03-23,822.9200
2009-03-24,806.1200
2009-03-25,813.8800
2009-03-26,832.8600
2009-03-27,815.9400
2009-03-30,787.5300
2009-03-31,797.8700
2009-04-01,811.0800
2009-04-02,834.3800
2009-04-03,842.5000
2009-04-07,815.5500
2009-04-08,825.1600
2009-04-09,856.5600
2009-04-10,856.5600
2009-04-13,858.7300
2009-04-14,841.5000
2009-04-15,852.0600
2009-04-16,865.3000
2009-04-17,869.6000
2009-04-20,832.3900
2009-04-21,850.0800
2009-04-22,843.5500
2009-04-23,851.9200
2009-04-24,866.2300
2009-04-27,857.5100
2009-04-28,855.1600
2009-04-29,873.6400
2009-04-30,872.8100
2009-05-04,907.2400
2009-05-05,903.8000
2009-05-06,919.5300
2009-05-07,907.3900
2009-05-08,929.2300
2009-05-11,909.2400
2009-05-12,908.3500
2009-05-13,883.9200
2009-05-14,893.0700
2009-05-15,882.8800
2009-05-18,909.7100
2009-05-19,908.1300
2009-05-20,903.4700
2009-05-21,888.3300
2009-05-22,887.0000
2009-05-25,887.0000
2009-05-26,910.3300
2009-05-27,893.0600
2009-06-01,942.8700
2009-06-02,944.7400
2009-06-03,931.7600
2009-06-04,942.4600
2009-06-05,940.0900
2009-06-08,939.1400
2009-06-09,942.4300
2009-06-10,939.1500
2009-06-11,944.8900
2009-06-12,946.2100
2009-06-15,923.7200
2009-06-16,911.9700
2009-06-17,910.7100
2009-06-18,918.3700
2009-06-19,921.2300
2009-06-22,893.0400
2009-06-23,895.1000
2009-06-24,900.9400
2009-06-25,920.2600
2009-06-26,918.9000
2009-06-29,927.2300
2009-06-30,919.3200
2009-07-01,923.3300
2009-07-02,896.4200
2009-07-03,896.4200
2009-07-06,898.7200
2009-07-07,881.0300
2009-07-08,879.5600
2009-07-09,882.6800
2009-07-10,879.1300
2009-07-13,901.0500
2009-07-14,905.8400
2009-07-15,932.6800
2009-07-16,940.7400
2009-07-17,940.3800
2009-07-20,951.1300
2009-07-21,954.5800
2009-07-22,954.0700
2009-07-23,976.2900
2009-07-24,979.2600
2009-07-27,982.1800
2009-07-28,979.6200
2009-07-29,975.1500
2009-07-30,986.7500
2009-07-31,987.4800
2009-08-03,1002.6300
2009-08-04,1005.6500
2009-08-05,1002.7200
2009-08-06,997.0800
2009-08-07,1010.4800
2009-08-10,1007.1000
2009-08-11,994.3500
2009-08-12,1005.8100
2009-08-13,1012.7300
2009-08-14,1004.0900
2009-08-17,979.7300
2009-08-18,989.6700
2009-08-19,996.4600
2009-08-20,1007.3700
2009-08-21,1026.1300
2009-08-24,1025.5700
2009-08-25,1028.0000
2009-08-26,1028.1200
2009-08-27,1030.9800
2009-08-28,1028.9300
2009-08-31,1020.6200
2009-09-01,998.0400
2009-09-02,994.7500
2009-09-03,1003.2400
2009-09-04,1016.4000
2009-09-07,1016.4000
2009-09-08,1025.3900
2009-09-09,1033.3700
2009-09-10,1044.1400
2009-09-11,1042.7300
2009-09-14,1049.3400
2009-09-15,1052.6300
2009-09-16,1068.7600
2009-09-17,1065.4900
2009-09-18,1068.3000
2009-09-21,1064.6600
2009-09-22,1071.6600
2009-09-23,1060.8700
2009-09-24,1050.7800
2009-09-25,1044.3800
2009-09-28,1062.9800
2009-09-29,1060.6100
2009-09-30,1057.0800
2009-10-09,1071.4900
2009-10-12,1076.1900
2009-10-13,1073.1900
2009-10-14,1092.0200
2009-10-15,1096.5600
2009-10-16,1087.6800
2009-10-19,1097.9100
2009-10-20,1091.0600
2009-10-21,1081.4000
2009-10-22,1092.9100
2009-10-23,1079.6000
2009-10-26,1066.9500
2009-10-27,1063.4100
2009-10-28,1042.6300
2009-10-29,1066.1100
2009-10-30,1036.1900
2009-11-02,1042.8800
2009-11-03,1045.4100
2009-11-04,1046.5000
2009-11-05,1066.6300
2009-11-06,1069.3000
2009-11-09,1093.0800
2009-11-10,1093.0100
2009-11-11,1098.5100
2009-11-12,1087.2400
2009-11-13,1093.4800
2009-11-16,1109.3000
2009-11-17,1110.3200
2009-11-18,1109.8000
2009-11-19,1094.9000
2009-11-20,1091.3800
2009-11-23,1106.2400
2009-11-24,1105.6500
2009-11-25,1110.6300
2009-11-26,1110.6300
2009-11-27,1091.4900
2009-11-30,1095.6300
2009-12-01,1108.8600
2009-12-02,1109.2400
2009-12-03,1099.9200
2009-12-04,1105.9800
2009-12-07,1103.2500
2009-12-08,1091.9400
2009-12-09,1095.9500
2009-12-10,1102.3500
2009-12-11,1106.4100
2009-12-14,1114.1100
2009-12-15,1107.9300
2009-12-16,1109.1800
2009-12-17,1096.0800
2009-12-18,1102.4700
2009-12-21,1114.0500
2009-12-22,1118.0200
2009-12-23,1120.5900
2009-12-24,1126.4800
2009-12-25,1126.4800
2009-12-28,1127.7800
2009-12-29,1126.2000
2009-12-30,1126.4200
2009-12-31,1115.1000
2010-01-04,1132.9900
2010-01-05,1136.5200
2010-01-06,1137.1400
2010-01-07,1141.6900
2010-01-08,1144.9800
2010-01-11,1146.9800
2010-01-12,1136.2200
2010-01-13,1145.6800
2010-01-14,1148.4600
2010-01-15,1136.0300
2010-01-18,1136.0300
2010-01-19,1150.2300
2010-01-20,1138.0400
2010-01-21,1116.4800
2010-01-22,1091.7600
2010-01-25,1096.7800
2010-01-26,1092.1700
2010-01-27,1097.5000
2010-01-28,1084.5300
2010-01-29,1073.8700
2010-02-01,1089.1900
2010-02-02,1103.3200
2010-02-03,1097.2800
2010-02-04,1063.1100
2010-02-05,1066.1900
2010-02-08,1056.7400
2010-02-09,1070.5200
2010-02-10,1068.1300
2010-02-11,1078.4700
2010-02-12,1075.5100
2010-02-22,1108.0100
2010-02-23,1094.6000
2010-02-24,1105.2400
2010-02-25,1102.9400
2010-02-26,1104.4900
2010-03-01,1115.7100
2010-03-02,1118.3100
2010-03-03,1118.7900
2010-03-04,1122.9700
2010-03-05,1138.7000
2010-03-08,1138.5000
2010-03-09,1140.4500
2010-03-10,1145.6100
2010-03-11,1150.2400
2010-03-12,1149.9900
2010-03-15,1150.5100
2010-03-16,1159.4600
2010-03-17,1166.2100
2010-03-18,1165.8300
2010-03-19,1159.9000
2010-03-22,1165.8100
2010-03-23,1174.1700
2010-03-24,1167.7200
2010-03-25,1165.7300
2010-03-26,1166.5900
2010-03-29,1173.2200
2010-03-30,1173.2700
2010-03-31,1169.4300
2010-04-01,1178.1000
2010-04-02,1178.1000
2010-04-06,1189.4400
2010-04-07,1182.4500
2010-04-08,1186.4400
2010-04-09,1194.3700
2010-04-12,1196.4800
2010-04-13,1197.3000
2010-04-14,1210.6500
2010-04-15,1211.6700
2010-04-16,1192.1300
2010-04-19,1197.5200
2010-04-20,1207.1700
2010-04-21,1205.9400
2010-04-22,1208.6700
2010-04-23,1217.2800
2010-04-26,1212.0500
2010-04-27,1183.7100
2010-04-28,1191.3600
2010-04-29,1206.7800
2010-04-30,1186.6900
2010-05-04,1173.6000
2010-05-05,1165.9000
2010-05-06,1128.1500
2010-05-07,1110.8800
2010-05-10,1159.7300
2010-05-11,1155.7900
2010-05-12,1171.6700
2010-05-13,1157.4400
2010-05-14,1135.6800
2010-05-17,1136.9400
2010-05-18,1120.8000
2010-05-19,1115.0500
2010-05-20,1071.5900
2010-05-21,1087.6900
2010-05-24,1073.6500
2010-05-25,1074.0300
2010-05-26,1067.9500
2010-05-27,1103.0600
2010-05-28,1089.4100
2010-05-31,1089.4100
2010-06-01,1070.7100
2010-06-02,1098.3800
2010-06-03,1102.8300
2010-06-04,1064.8800
2010-06-07,1050.4700
2010-06-08,1062.0000
2010-06-09,1055.6900
2010-06-10,1086.8400
2010-06-11,1091.6000
2010-06-17,1116.0400
2010-06-18,1117.5100
2010-06-21,1113.2000
2010-06-22,1095.3100
2010-06-23,1092.0400
2010-06-24,1073.6900
2010-06-25,1076.7600
2010-06-28,1074.5700
2010-06-29,1041.2400
2010-06-30,1030.7100
2010-07-01,1027.3700
2010-07-02,1022.5800
2010-07-05,1022.5800
2010-07-06,1028.0600
2010-07-07,1060.2700
2010-07-08,1070.2500
2010-07-09,1077.9600
2010-07-12,1078.7500
2010-07-13,1095.3400
2010-07-14,1095.1700
2010-07-15,1096.4800
2010-07-16,1064.8800
2010-07-19,1071.2500
2010-07-20,1083.4800
2010-07-21,1069.5900
2010-07-22,1093.6700
2010-07-23,1102.6600
2010-07-26,1115.0100
2010-07-27,1113.8400
2010-07-28,1106.1300
2010-07-29,1101.5300
2010-07-30,1101.6000
2010-08-02,1125.8600
2010-08-03,1120.4600
2010-08-04,1127.2400
2010-08-05,1125.8100
2010-08-06,1121.6400
2010-08-09,1127.7900
2010-08-10,1121.0600
2010-08-11,1089.4700
2010-08-12,1083.6100
2010-08-13,1079.2500
2010-08-16,1079.3800
2010-08-17,1092.5400
2010-08-18,1094.1600
2010-08-19,1075.6300
2010-08-20,1071.6900
2010-08-23,1067.3600
2010-08-24,1051.8700
2010-08-25,1055.3300
2010-08-26,1047.2200
2010-08-27,1064.5900
2010-08-30,1048.9200
2010-08-31,1049.3300
2010-09-01,1080.2900
2010-09-02,1090.1000
2010-09-03,1104.5100
2010-09-06,1104.5100
2010-09-07,1091.8400
2010-09-08,1098.8700
2010-09-09,1104.1800
2010-09-10,1109.5500
2010-09-13,1121.9000
2010-09-14,1121.1000
2010-09-15,1125.0700
2010-09-16,1124.6600
2010-09-17,1125.5900
2010-09-20,1142.7100
2010-09-21,1139.7800
2010-09-27,1142.1600
2010-09-28,1147.7000
2010-09-29,1144.7300
2010-09-30,1141.2000
2010-10-08,1165.1500
2010-10-11,1165.3200
2010-10-12,1169.7700
2010-10-13,1178.1000
2010-10-14,1173.8100
2010-10-15,1176.1900
2010-10-18,1184.7100
2010-10-19,1165.9000
2010-10-20,1178.1700
2010-10-21,1180.2600
2010-10-22,1183.0800
2010-10-25,1185.6200
2010-10-26,1185.6400
2010-10-27,1182.4500
2010-10-28,1183.7800
2010-10-29,1183.2600
2010-11-01,1184.3800
2010-11-02,1193.5700
2010-11-03,1197.9600
2010-11-04,1221.0600
2010-11-05,1225.8500
2010-11-08,1223.2500
2010-11-09,1213.4000
2010-11-10,1218.7100
2010-11-11,1213.5400
2010-11-12,1199.2100
2010-11-15,1197.7500
2010-11-16,1178.3400
2010-11-17,1178.5900
2010-11-18,1196.6900
2010-11-19,1199.7300
2010-11-22,1197.8400
2010-11-23,1180.7300
2010-11-24,1198.3500
2010-11-25,1198.3500
2010-11-26,1189.4000
2010-11-29,1187.7600
2010-11-30,1180.5500
2010-12-01,1206.0700
2010-12-02,1221.5300
2010-12-03,1224.7100
2010-12-06,1223.1200
2010-12-07,1223.7500
2010-12-08,1228.2800
2010-12-09,1233.0000
2010-12-10,1240.4000
2010-12-13,1240.4600
2010-12-14,1241.5900
2010-12-15,1235.2300
2010-12-16,1242.8700
2010-12-17,1243.9100
2010-12-20,1247.0800
2010-12-21,1254.6000
2010-12-22,1258.8400
2010-12-23,1256.7700
2010-12-24,1256.7700
2010-12-27,1257.5400
2010-12-28,1258.5100
2010-12-29,1259.7800
2010-12-30,1257.8800
2010-12-31,1257.6400
2011-01-04,1270.2000
2011-01-05,1276.5600
2011-01-06,1273.8500
2011-01-07,1271.5000
2011-01-10,1269.7500
2011-01-11,1274.4800
2011-01-12,1285.9600
2011-01-13,1283.7600
2011-01-14,1293.2400
2011-01-17,1293.2400
2011-01-18,1295.0200
2011-01-19,1281.9200
2011-01-20,1280.2600
2011-01-21,1283.3500
2011-01-24,1290.8400
2011-01-25,1291.1800
2011-01-26,1296.6300
2011-01-27,1299.5400
2011-01-28,1276.3400
2011-01-31,1286.1200
2011-02-01,1307.5900
2011-02-09,1320.8800
2011-02-10,1321.8700
2011-02-11,1329.1500
2011-02-14,1332.3200
2011-02-15,1328.0100
2011-02-16,1336.3200
2011-02-17,1340.4300
2011-02-18,1343.0100
2011-02-21,1343.0100
2011-02-22,1315.4400
2011-02-23,1307.4000
2011-02-24,1306.1000
2011-02-25,1319.8800
2011-02-28,1327.2200
2011-03-01,1306.3300
2011-03-02,1308.4400
2011-03-03,1330.9700
2011-03-04,1321.1500
2011-03-07,1310.1300
2011-03-08,1321.8200
2011-03-09,1320.0200
2011-03-10,1295.1100
2011-03-11,1304.2800
2011-03-14,1296.3900
2011-03-15,1281.8700
2011-03-16,1256.8800
2011-03-17,1273.7200
2011-03-18,1279.2000
2011-03-21,1298.3800
2011-03-22,1293.7700
2011-03-23,1297.5400
2011-03-24,1309.6600
2011-03-25,1313.8000
2011-03-28,1310.1900
2011-03-29,1319.4400
2011-03-30,1328.2600
2011-03-31,1325.8300
2011-04-01,1332.4100
2011-04-06,1335.5400
2011-04-07,1333.5100
2011-04-08,1328.1700
2011-04-11,1324.4600
2011-04-12,1314.1600
2011-04-13,1314.4100
2011-04-14,1314.5200
2011-04-15,1319.6800
2011-04-18,1305.1400
2011-04-19,1312.6200
2011-04-20,1330.3600
2011-04-21,1337.3800
2011-04-22,1337.3800
2011-04-25,1335.2500
2011-04-26,1347.2400
2011-04-27,1355.6600
2011-04-28,1360.4800
2011-04-29,1363.6100
2011-05-03,1356.6200
2011-05-04,1347.3200
2011-05-05,1335.1000
2011-05-06,1340.2000
2011-05-09,1346.2900
2011-05-10,1357.1600
2011-05-11,1342.0800
2011-05-12,1348.6500
2011-05-13,1337.7700
2011-05-16,1329.4700
2011-05-17,1328.9800
2011-05-18,1340.6800
2011-05-19,1343.6000
2011-05-20,1333.2700
2011-05-23,1317.3700
2011-05-24,1316.2800
2011-05-25,1320.4700
2011-05-26,1325.6900
2011-05-27,1331.1000
2011-05-30,1331.1000
2011-05-31,1345.2000
2011-06-01,1314.5500
2011-06-02,1312.9400
2011-06-03,1300.1600
2011-06-07,1284.9400
2011-06-08,1279.5600
2011-06-09,1289.0000
2011-06-10,1270.9800
2011-06-13,1271.8300
2011-06-14,1287.8700
2011-06-15,1265.4200
2011-06-16,1267.6400
2011-06-17,1271.5000
2011-06-20,1278.3600
2011-06-21,1295.5200
2011-06-22,1287.1400
2011-06-23,1283.5000
2011-06-24,1268.4500
2011-06-27,1280.1000
2011-06-28,1296.6700
2011-06-29,1307.4100
2011-06-30,1320.6400
2011-07-01,1339.6700
2011-07-04,1339.6700
2011-07-05,1337.8800
2011-07-06,1339.2200
2011-07-07,1353.2200
2011-07-08,1343.8000
2011-07-11,1319.4900
2011-07-12,1313.6400
2011-07-13,1317.7200
2011-07-14,1308.8700
2011-07-15,1316.1400
2011-07-18,1305.4400
2011-07-19,1326.7300
2011-07-20,1325.8400
2011-07-21,1343.8000
2011-07-22,1345.0200
2011-07-25,1337.4300
2011-07-26,1331.9400
2011-07-27,1304.8900
2011-07-28,1300.6700
2011-07-29,1292.2800
2011-08-01,1286.9400
2011-08-02,1254.0500
2011-08-03,1260.3400
2011-08-04,1200.0700
2011-08-05,1199.3800
2011-08-08,1119.4600
2011-08-09,1172.5300
2011-08-10,1120.7600
2011-08-11,1172.6400
2011-08-12,1178.8100
2011-08-15,1204.4900
2011-08-16,1192.7600
2011-08-17,1193.8900
2011-08-18,1140.6500
2011-08-19,1123.5300
2011-08-22,1123.8200
2011-08-23,1162.3500
2011-08-24,1177.6000
2011-08-25,1159.2700
2011-08-26,1176.8000
2011-08-29,1210.0800
2011-08-30,1212.9200
2011-08-31,1218.8900
2011-09-01,1204.4200
2011-09-02,1173.9700
2011-09-05,1173.9700
2011-09-06,1165.2400
2011-09-07,1198.6200
2011-09-08,1185.9000
2011-09-09,1154.2300
2011-09-13,1172.8700
2011-09-14,1188.6800
2011-09-15,1209.1100
2011-09-16,1216.0100
2011-09-19,1204.0900
2011-09-20,1202.0900
2011-09-21,1166.7600
2011-09-22,1129.5600
2011-09-23,1136.4300
2011-09-26,1162.9500
2011-09-27,1175.3800
2011-09-28,1151.0600
2011-09-29,1160.4000
2011-09-30,1131.4200
2011-10-10,1194.8900
2011-10-11,1195.5400
2011-10-12,1207.2500
2011-10-13,1203.6600
2011-10-14,1224.5800
2011-10-17,1200.8600
2011-10-18,1225.3800
2011-10-19,1209.8800
2011-10-20,1215.3900
2011-10-21,1238.2500
2011-10-24,1254.1900
2011-10-25,1229.0500
2011-10-26,1242.0000
2011-10-27,1284.5900
2011-10-28,1285.0900
2011-10-31,1253.3000
2011-11-01,1218.2800
2011-11-02,1237.9000
2011-11-03,1261.1500
2011-11-04,1253.2300
2011-11-07,1261.1200
2011-11-08,1275.9200
2011-11-09,1229.1000
2011-11-10,1239.6900
2011-11-11,1263.8500
2011-11-14,1251.7800
2011-11-15,1257.8100
2011-11-16,1236.9100
2011-11-17,1216.1300
2011-11-18,1215.6500
2011-11-21,1192.9800
2011-11-22,1188.0400
2011-11-23,1161.7900
2011-11-24,1161.7900
2011-11-25,1158.6700
2011-11-28,1192.5500
2011-11-29,1195.1900
2011-11-30,1246.9600
2011-12-01,1244.5800
2011-12-02,1244.2800
2011-12-05,1257.0800
2011-12-06,1258.4700
2011-12-07,1261.0100
2011-12-08,1234.3500
2011-12-09,1255.1900
2011-12-12,1236.4700
2011-12-13,1225.7300
2011-12-14,1211.8200
2011-12-15,1215.7500
2011-12-16,1219.6600
2011-12-19,1205.3500
2011-12-20,1241.3000
2011-12-21,1243.7200
2011-12-22,1254.0000
2011-12-23,1265.3300
2011-12-26,1265.3300
2011-12-27,1265.4300
2011-12-28,1249.6400
2011-12-29,1263.0200
2011-12-30,1257.6000
2012-01-04,1277.3000
2012-01-05,1281.0600
2012-01-06,1277.8100
2012-01-09,1280.7000
2012-01-10,1292.0800
2012-01-11,1292.4800
2012-01-12,1295.5000
2012-01-13,1289.0900
2012-01-16,1289.0900
2012-01-17,1293.6700
2012-01-18,1308.0400
2012-01-19,1314.5000
2012-01-20,1315.3800
2012-01-30,1313.0100
2012-01-31,1312.4100
2012-02-01,1324.0900
2012-02-02,1325.5400
2012-02-03,1344.9000
2012-02-06,1344.3300
2012-02-07,1347.0500
2012-02-08,1349.9600
2012-02-09,1351.9500
2012-02-10,1342.6400
2012-02-13,1351.7700
2012-02-14,1350.5000
2012-02-15,1343.2300
2012-02-16,1358.0400
2012-02-17,1361.2300
2012-02-20,1361.2300
2012-02-21,1362.2100
2012-02-22,1357.6600
2012-02-23,1363.4600
2012-02-24,1365.7400
2012-02-27,1367.5900
2012-02-28,1372.1800
2012-02-29,1365.6800
2012-03-01,1374.0900
2012-03-02,1369.6300
2012-03-05,1364.3300
2012-03-06,1343.3600
2012-03-07,1352.6300
2012-03-08,1365.9100
2012-03-09,1370.8700
2012-03-12,1371.0900
2012-03-13,1395.9500
2012-03-14,1394.2800
2012-03-15,1402.6000
2012-03-16,1404.1700
2012-03-19,1409.7500
2012-03-20,1405.5200
2012-03-21,1402.8900
2012-03-22,1392.7800
2012-03-23,1397.1100
2012-03-26,1416.5100
2012-03-27,1412.5200
2012-03-28,1405.5400
2012-03-29,1403.2800
2012-03-30,1408.4700
2012-04-05,1398.0800
2012-04-06,1398.0800
2012-04-09,1382.2000
2012-04-10,1358.5900
2012-04-11,1368.7100
2012-04-12,1387.5700
2012-04-13,1370.2600
2012-04-16,1369.5700
2012-04-17,1390.7800
2012-04-18,1385.1400
2012-04-19,1376.9200
2012-04-20,1378.5300
2012-04-23,1366.9400
2012-04-24,1371.9700
2012-04-25,1390.6900
2012-04-26,1399.9800
2012-04-27,1403.3600
2012-05-02,1402.3100
2012-05-03,1391.5700
2012-05-04,1369.1000
2012-05-07,1369.5800
2012-05-08,1363.7200
2012-05-09,1354.5800
2012-05-10,1357.9900
2012-05-11,1353.3900
2012-05-14,1338.3500
2012-05-15,1330.6600
2012-05-16,1324.8000
2012-05-17,1304.8600
2012-05-18,1295.2200
2012-05-21,1315.9900
2012-05-22,1316.6300
2012-05-23,1318.8600
2012-05-24,1320.6800
2012-05-25,1317.8200
2012-05-28,1317.8200
2012-05-29,1332.4200
2012-05-30,1313.3200
2012-05-31,1310.3300
2012-06-01,1278.0400
2012-06-04,1278.1800
2012-06-05,1285.5000
2012-06-06,1315.1300
2012-06-07,1314.9900
2012-06-08,1325.6600
2012-06-11,1308.9300
2012-06-12,1324.1800
2012-06-13,1314.8800
2012-06-14,1329.1000
2012-06-15,1342.8400
2012-06-18,1344.7800
2012-06-19,1357.9800
2012-06-20,1355.6900
2012-06-21,1325.5100
2012-06-25,1313.7200
2012-06-26,1319.9900
2012-06-27,1331.8500
2012-06-28,1329.0400
2012-06-29,1362.1600
2012-07-02,1365.5100
2012-07-03,1374.0200
2012-07-04,1374.0200
2012-07-05,1367.5800
2012-07-06,1354.6800
2012-07-09,1352.4600
2012-07-10,1341.4700
2012-07-11,1341.4500
2012-07-12,1334.7600
2012-07-13,1356.7800
2012-07-16,1353.6400
2012-07-17,1363.6700
2012-07-18,1372.7800
2012-07-19,1376.5100
2012-07-20,1362.6600
2012-07-23,1350.5200
2012-07-24,1338.3100
2012-07-25,1337.8900
2012-07-26,1360.0200
2012-07-27,1385.9700
2012-07-30,1385.3000
2012-07-31,1379.3200
2012-08-01,1375.1400
2012-08-02,1365.0000
2012-08-03,1390.9900
2012-08-06,1394.2300
2012-08-07,1401.3500
2012-08-08,1402.2200
2012-08-09,1402.8000
2012-08-10,1405.8700
2012-08-13,1404.1100
2012-08-14,1403.9300
2012-08-15,1405.5300
2012-08-16,1415.5100
2012-08-17,1418.1600
2012-08-20,1418.1300
2012-08-21,1413.1700
2012-08-22,1413.4900
2012-08-23,1402.0800
2012-08-24,1411.1300
2012-08-27,1410.4400
2012-08-28,1409.3000
2012-08-29,1410.4900
2012-08-30,1399.4800
2012-08-31,1406.5800
2012-09-03,1406.5800
2012-09-04,1404.9400
2012-09-05,1403.4400
2012-09-06,1432.1200
2012-09-07,1437.9200
2012-09-10,1429.0800
2012-09-11,1433.5600
2012-09-12,1436.5600
2012-09-13,1459.9900
2012-09-14,1465.7700
2012-09-17,1461.1900
2012-09-18,1459.3200
2012-09-19,1461.0500
2012-09-20,1460.2600
2012-09-21,1460.1500
2012-09-24,1456.8900
2012-09-25,1441.5900
2012-09-26,1433.3200
2012-09-27,1447.1500
2012-09-28,1440.6700
2012-10-08,1455.8800
2012-10-09,1441.4800
2012-10-10,1432.5600
2012-10-11,1432.8400
2012-10-12,1428.5900
2012-10-15,1440.1300
2012-10-16,1454.9200
2012-10-17,1460.9100
2012-10-18,1457.3400
2012-10-19,1433.1900
2012-10-22,1433.8200
2012-10-23,1413.1100
2012-10-24,1408.7500
2012-10-25,1412.9700
2012-10-26,1411.9400
2012-10-29,1411.9400
2012-10-30,1411.9400
2012-10-31,1412.1600
2012-11-01,1427.5900
2012-11-02,1414.2000
2012-11-05,1417.2600
2012-11-06,1428.3900
2012-11-07,1394.5300
2012-11-08,1377.5100
2012-11-09,1379.8500
2012-11-12,1380.0300
2012-11-13,1374.5300
2012-11-14,1355.4900
2012-11-15,1353.3300
2012-11-16,1359.8800
2012-11-19,1386.8900
2012-11-20,1387.8100
2012-11-21,1391.0300
2012-11-22,1391.0300
2012-11-23,1409.1500
2012-11-26,1406.2900
2012-11-27,1398.9400
2012-11-28,1409.9300
2012-11-29,1415.9500
2012-11-30,1416.1800
2012-12-03,1409.4600
2012-12-04,1407.0500
2012-12-05,1409.2800
2012-12-06,1413.9400
2012-12-07,1418.0700
2012-12-10,1418.5500
2012-12-11,1427.8400
2012-12-12,1428.4800
2012-12-13,1419.4500
2012-12-14,1413.5800
2012-12-17,1430.3600
2012-12-18,1446.7900
2012-12-19,1435.8100
2012-12-20,1443.6900
2012-12-21,1430.1500
2012-12-24,1426.6600
2012-12-25,1426.6600
2012-12-26,1419.8300
2012-12-27,1418.1000
2012-12-28,1402.4300
2012-12-31,1426.1900
2013-01-04,1466.4700
2013-01-07,1461.8900
2013-01-08,1457.1500
2013-01-09,1461.0200
2013-01-10,1472.1200
2013-01-11,1472.0500
2013-01-14,1470.6800
2013-01-15,1472.3400
2013-01-16,1472.6300
2013-01-17,1480.9400
2013-01-18,1485.9800
2013-01-21,1485.9800
2013-01-22,1492.5600
2013-01-23,1494.8100
2013-01-24,1494.8200
2013-01-25,1502.9600
2013-01-28,1500.1800
2013-01-29,1507.8400
2013-01-30,1501.9600
2013-01-31,1498.1100
2013-02-01,1513.1700
2013-02-04,1495.7100
2013-02-05,1511.2900
2013-02-06,1512.1200
2013-02-07,1509.3900
2013-02-08,1517.9300
2013-02-18,1519.7900
2013-02-19,1530.9400
2013-02-20,1511.9500
2013-02-21,1502.4200
2013-02-22,1515.6000
2013-02-25,1487.8500
2013-02-26,1496.9400
2013-02-27,1515.9900
2013-02-28,1514.6800
2013-03-01,1518.2000
2013-03-04,1525.2000
2013-03-05,1539.7900
2013-03-06,1541.4600
2013-03-07,1544.2600
2013-03-08,1551.1800
2013-03-11,1556.2200
2013-03-12,1552.4800
2013-03-13,1554.5200
2013-03-14,1563.2300
2013-03-15,1560.7000
2013-03-18,1552.1000
2013-03-19,1548.3400
2013-03-20,1558.7100
2013-03-21,1545.8000
2013-03-22,1556.8900
2013-03-25,1551.6900
2013-03-26,1563.7700
2013-03-27,1562.8500
2013-03-28,1569.1900
2013-03-29,1569.1900
2013-04-01,1562.1700
2013-04-02,1570.2500
2013-04-03,1553.6900
2013-04-08,1563.0700
2013-04-09,1568.6100
2013-04-10,1587.7300
2013-04-11,1593.3700
2013-04-12,1588.8500
2013-04-15,1552.3600
2013-04-16,1574.5700
2013-04-17,1552.0100
2013-04-18,1541.6100
2013-04-19,1555.2500
2013-04-22,1562.5000
2013-04-23,1578.7800
2013-04-24,1578.7900
2013-04-25,1585.1600
2013-04-26,1582.2400
2013-05-02,1597.5900
2013-05-03,1614.4200
2013-05-06,1617.5000
2013-05-07,1625.9600
2013-05-08,1632.6900
2013-05-09,1626.6700
2013-05-10,1633.7000
2013-05-13,1633.7700
2013-05-14,1650.3400
2013-05-15,1658.7800
2013-05-16,1650.4700
2013-05-17,1667.4700
2013-05-20,1666.2900
2013-05-21,1669.1600
2013-05-22,1655.3500
2013-05-23,1650.5100
2013-05-24,1649.6000
2013-05-27,1649.6000
2013-05-28,1660.0600
2013-05-29,1648.3600
2013-05-30,1654.4100
2013-05-31,1630.7400
2013-06-03,1640.4200
2013-06-04,1631.3800
2013-06-05,1608.9000
