Wind,,,,
时间区间,2004-06-01:2020-03-06,1947-01-28:2020-03-05,1975-01-02:2020-03-06,1988-06-23:2020-03-06
频率,日,日,日,日
指标名称,南华综合指数,CRB现货指数:综合,期货收盘价(连续):COMEX黄金,期货结算价(连续):布伦特原油
2012-05-07,"1,385.40",487.57,"1,638.10",113.16
2012-05-08,"1,384.79",485.99,"1,599.80",112.73
2012-05-09,"1,373.93",484.07,"1,594.20",113.20
2012-05-10,"1,377.78",481.02,"1,594.40",112.73
2012-05-11,"1,357.29",480.34,"1,589.60",112.26
2012-05-14,"1,339.64",479.72,"1,560.60",111.57
2012-05-15,"1,336.29",480.76,"1,543.60",112.24
2012-05-16,"1,315.71",480.40,"1,550.00",111.71
2012-05-17,"1,331.66",480.32,"1,574.80",107.49
2012-05-18,"1,323.55",480.59,"1,590.80",107.14
2012-05-21,"1,337.07",482.89,"1,592.50",108.81
2012-05-22,"1,332.29",479.90,"1,568.40",108.41
2012-05-23,"1,313.09",476.36,"1,537.00",105.56
2012-05-24,"1,316.91",475.63,"1,559.20",106.55
2012-05-25,"1,316.92",473.96,"1,566.20",106.83
2012-05-28,"1,326.27",0.00,0.00,107.11
2012-05-29,"1,331.69",473.07,"1,575.40",106.68
2012-05-30,"1,322.51",472.01,"1,559.60",103.47
2012-05-31,"1,314.19",472.32,"1,560.00",101.87
2012-06-01,"1,304.94",467.99,"1,620.50",98.43
2012-06-04,"1,275.83",468.38,"1,618.30",98.85
2012-06-05,"1,288.18",468.55,"1,618.10",98.84
2012-06-06,"1,290.18",469.97,"1,620.20",100.64
2012-06-07,"1,293.59",474.80,"1,608.00",99.93
2012-06-08,"1,282.99",474.01,"1,593.90",99.47
2012-06-11,"1,303.19",477.20,"1,597.00",98.00
2012-06-12,"1,292.07",476.20,"1,608.70",97.14
2012-06-13,"1,291.68",476.54,"1,616.80",97.13
2012-06-14,"1,288.32",476.11,"1,622.90",97.03
2012-06-15,"1,302.05",477.46,"1,627.00",97.61
2012-06-18,"1,306.87",479.21,"1,625.90",96.05
2012-06-19,"1,307.64",481.13,"1,623.20",95.76
2012-06-20,"1,317.46",480.63,"1,606.00",92.69
2012-06-21,"1,300.78",475.83,"1,568.60",89.23
2012-06-22,0.00,474.61,"1,569.30",90.98
2012-06-25,"1,300.66",476.98,"1,584.50",91.01
2012-06-26,"1,296.14",475.60,"1,573.60",93.02
2012-06-27,"1,294.13",472.08,"1,571.60",93.50
2012-06-28,"1,300.58",471.59,"1,552.30",91.36
2012-06-29,"1,310.63",475.58,"1,603.50",97.80
2012-07-02,"1,315.40",477.85,"1,598.00",97.34
2012-07-03,"1,331.51",480.82,"1,619.00",100.68
2012-07-04,"1,334.84",0.00,0.00,99.77
2012-07-05,"1,341.94",483.80,"1,606.50",100.70
2012-07-06,"1,336.17",481.45,"1,588.90",98.19
2012-07-09,"1,337.97",482.72,"1,580.90",100.32
2012-07-10,"1,329.76",477.63,"1,567.60",97.97
2012-07-11,"1,327.26",479.21,"1,577.00",98.44
2012-07-12,"1,324.57",478.53,"1,574.70",101.07
2012-07-13,"1,337.52",479.06,"1,591.70",102.40
2012-07-16,"1,346.27",481.40,"1,589.70",103.55
2012-07-17,"1,333.91",480.59,"1,584.80",104.00
2012-07-18,"1,329.80",482.77,"1,575.50",105.16
2012-07-19,"1,336.19",484.27,"1,580.40",107.80
2012-07-20,"1,327.90",484.70,"1,584.30",106.83
2012-07-23,"1,303.32",482.34,"1,572.00",103.26
2012-07-24,"1,295.56",477.99,"1,575.00",103.42
2012-07-25,"1,285.62",478.86,"1,602.50",104.38
2012-07-26,"1,289.57",480.20,"1,614.10",105.26
2012-07-27,"1,302.08",481.54,"1,613.40",106.47
2012-07-30,"1,301.49",482.44,"1,619.70",106.20
2012-07-31,"1,307.82",480.83,"1,610.50",104.92
2012-08-01,"1,303.90",478.51,"1,603.70",105.96
2012-08-02,"1,298.14",477.11,"1,587.40",105.90
2012-08-03,"1,295.15",479.93,"1,606.00",108.94
2012-08-06,"1,302.02",482.05,"1,612.90",109.55
2012-08-07,"1,306.90",487.98,"1,609.70",112.00
2012-08-08,"1,298.15",489.15,"1,612.90",112.14
2012-08-09,"1,311.33",490.17,"1,616.10",113.22
2012-08-10,"1,307.08",487.99,"1,619.70",112.95
2012-08-13,"1,298.09",486.47,"1,609.60",113.60
2012-08-14,"1,295.77",487.61,"1,599.40",114.03
2012-08-15,"1,301.82",488.44,"1,603.70",116.25
2012-08-16,"1,298.20",487.41,"1,616.10",116.90
2012-08-17,"1,302.01",488.59,"1,614.20",113.71
2012-08-20,"1,299.53",490.26,"1,620.60",113.70
2012-08-21,"1,306.31",492.90,"1,636.30",114.64
2012-08-22,"1,306.73",493.39,"1,642.60",114.91
2012-08-23,"1,313.40",492.97,"1,669.60",115.01
2012-08-24,"1,309.54",493.21,"1,669.00",113.59
2012-08-27,"1,319.91",492.45,"1,663.90",112.26
2012-08-28,"1,307.56",490.90,"1,666.50",112.58
2012-08-29,"1,303.07",492.77,"1,665.20",112.54
2012-08-30,"1,310.10",491.13,"1,653.50",112.65
2012-08-31,"1,302.97",490.70,"1,690.00",114.57
2012-09-03,"1,315.57",0.00,0.00,115.78
2012-09-04,"1,309.10",491.16,"1,694.80",114.18
2012-09-05,"1,300.04",491.95,"1,690.80",113.09
2012-09-06,"1,305.41",491.65,"1,704.10",113.49
2012-09-07,"1,313.52",493.64,"1,737.50",114.25
2012-09-10,"1,340.87",492.08,"1,727.20",114.81
2012-09-11,"1,340.05",491.54,"1,735.50",115.40
2012-09-12,"1,344.72",491.81,"1,731.00",115.96
2012-09-13,"1,337.99",492.08,"1,767.50",116.90
2012-09-14,"1,372.07",495.33,"1,769.80",116.66
2012-09-17,"1,363.45",493.14,"1,757.80",113.79
2012-09-18,"1,361.04",491.69,"1,766.40",112.03
2012-09-19,"1,369.62",494.55,"1,769.00",108.19
2012-09-20,"1,349.80",494.68,"1,768.60",110.03
2012-09-21,"1,349.89",492.49,"1,773.00",111.42
2012-09-24,"1,336.86",495.09,"1,762.10",109.81
2012-09-25,"1,339.25",496.64,"1,772.60",110.45
2012-09-26,"1,335.41",496.20,"1,750.60",110.04
2012-09-27,"1,338.01",495.06,"1,773.20",112.01
2012-09-28,"1,351.38",497.31,"1,771.10",112.39
2012-10-01,0.00,497.67,"1,780.50",112.19
2012-10-02,0.00,496.28,"1,773.30",111.57
2012-10-03,0.00,495.40,"1,778.60",108.17
2012-10-04,0.00,494.10,"1,794.10",112.58
2012-10-05,0.00,493.44,"1,781.80",112.02
2012-10-08,"1,338.83",491.77,"1,773.50",111.82
2012-10-09,"1,355.81",489.44,"1,763.00",114.50
2012-10-10,"1,354.07",488.52,"1,761.20",114.33
2012-10-11,"1,351.40",489.43,"1,768.80",115.71
2012-10-12,"1,348.35",488.24,"1,754.10",114.62
2012-10-15,"1,337.09",485.45,"1,736.00",115.80
2012-10-16,"1,343.70",485.27,"1,744.30",115.07
2012-10-17,"1,346.66",485.94,"1,749.70",113.22
2012-10-18,"1,354.44",487.46,"1,743.30",112.42
2012-10-19,"1,342.09",486.68,"1,722.80",110.14
2012-10-22,"1,344.50",485.27,"1,725.10",109.44
2012-10-23,"1,329.09",482.00,"1,708.30",108.25
2012-10-24,"1,337.14",480.79,"1,700.50",107.85
2012-10-25,"1,338.96",478.54,"1,712.00",108.49
2012-10-26,"1,330.77",477.53,"1,711.10",109.55
2012-10-29,"1,323.39",476.76,"1,707.70",109.44
2012-10-30,"1,323.36",476.54,"1,710.50",109.08
2012-10-31,"1,328.96",476.16,"1,717.50",108.70
2012-11-01,"1,337.05",477.12,"1,717.30",108.17
2012-11-02,"1,329.96",475.49,"1,677.00",105.68
2012-11-05,"1,317.03",474.51,"1,682.20",107.73
2012-11-06,"1,322.33",475.65,"1,714.50",111.07
2012-11-07,"1,325.22",474.64,"1,713.20",106.82
2012-11-08,"1,316.78",477.95,"1,725.40",107.25
2012-11-09,"1,319.65",477.14,"1,727.60",109.40
2012-11-12,"1,313.68",476.16,"1,730.30",109.07
2012-11-13,"1,309.42",476.94,"1,724.20",108.26
2012-11-14,"1,318.96",477.31,"1,727.00",109.61
2012-11-15,"1,317.94",479.06,"1,711.00",110.98
2012-11-16,"1,315.26",476.98,"1,712.30",108.95
2012-11-19,"1,317.27",475.85,"1,734.00",111.70
2012-11-20,"1,318.89",477.13,"1,722.50",109.83
2012-11-21,"1,320.07",477.20,"1,727.90",110.86
2012-11-22,"1,321.69",0.00,0.00,110.55
2012-11-23,"1,324.73",477.46,"1,751.30",111.38
2012-11-26,"1,324.30",478.25,"1,749.50",110.92
2012-11-27,"1,319.96",480.74,"1,745.60",109.87
2012-11-28,"1,315.79",480.94,"1,716.30",109.51
2012-11-29,"1,312.46",482.21,"1,723.90",110.76
2012-11-30,"1,322.35",483.47,"1,715.00",111.23
2012-12-03,"1,333.67",483.19,"1,715.80",110.92
2012-12-04,"1,330.43",484.53,"1,708.00",109.84
2012-12-05,"1,339.29",487.38,"1,693.70",108.81
2012-12-06,"1,336.71",486.63,"1,698.90",107.03
2012-12-07,"1,343.64",484.52,"1,704.00",107.02
2012-12-10,"1,353.67",484.21,"1,713.00",107.33
2012-12-11,"1,349.08",484.51,"1,708.20",108.01
2012-12-12,"1,350.96",485.82,"1,716.60",109.50
2012-12-13,"1,345.17",483.87,"1,695.60",107.91
2012-12-14,"1,358.60",485.31,"1,694.40",109.15
2012-12-17,"1,369.09",485.39,"1,698.10",107.64
2012-12-18,"1,367.23",485.49,"1,669.50",108.84
2012-12-19,"1,363.07",486.00,"1,668.10",110.36
2012-12-20,"1,352.22",485.63,"1,649.00",110.20
2012-12-21,"1,349.91",485.52,"1,656.70",108.97
2012-12-24,"1,351.91",484.33,"1,658.60",108.80
2012-12-25,"1,357.13",0.00,0.00,0.00
2012-12-26,"1,360.75",484.35,"1,660.00",111.07
2012-12-27,"1,367.79",483.62,"1,662.10",110.80
2012-12-28,"1,371.87",483.35,"1,653.70",110.62
2012-12-31,"1,378.96",484.07,0.00,111.11
2013-01-02,0.00,483.20,"1,687.90",112.47
2013-01-03,0.00,483.15,"1,662.00",112.14
2013-01-04,"1,381.29",483.35,"1,658.30",111.31
2013-01-07,"1,382.60",483.41,0.00,111.40
2013-01-08,"1,384.39",482.29,"1,661.50",111.94
2013-01-09,"1,379.80",483.17,"1,652.00",111.76
2013-01-10,"1,383.42",485.11,"1,673.40",111.89
2013-01-11,"1,370.52",484.79,"1,654.20",110.64
2013-01-14,"1,380.48",485.37,"1,665.30",111.88
2013-01-15,"1,371.64",486.20,"1,682.60",110.30
2013-01-16,"1,373.41",485.79,"1,680.00",110.61
2013-01-17,"1,373.26",485.77,"1,689.00",111.10
2013-01-18,"1,386.46",487.44,"1,688.10",111.89
2013-01-21,"1,380.50",0.00,0.00,111.71
2013-01-22,"1,387.32",490.35,"1,691.90",112.42
2013-01-23,"1,389.75",487.28,"1,685.30",112.80
2013-01-24,"1,381.09",490.70,"1,668.00",113.28
2013-01-25,"1,384.89",487.46,"1,657.50",113.28
2013-01-28,"1,384.15",488.11,"1,652.80",113.48
2013-01-29,"1,390.14",487.22,"1,661.50",114.36
2013-01-30,"1,398.88",490.05,"1,673.00",114.90
2013-01-31,"1,406.43",491.52,"1,663.80",115.55
2013-02-01,"1,408.69",491.81,"1,667.40",116.76
2013-02-04,"1,416.64",490.15,"1,673.70",115.60
2013-02-05,"1,410.40",489.68,"1,671.00",116.52
2013-02-06,"1,407.84",487.64,"1,677.00",116.73
2013-02-07,"1,401.88",483.94,"1,671.90",117.24
2013-02-08,"1,401.05",484.43,"1,667.70",118.90
2013-02-11,0.00,484.64,"1,649.40",118.13
2013-02-12,0.00,484.51,"1,650.40",118.66
2013-02-13,0.00,484.35,"1,647.50",118.72
2013-02-14,0.00,483.93,"1,636.20",118.00
2013-02-15,0.00,482.87,"1,607.50",117.66
2013-02-18,"1,384.54",0.00,0.00,117.38
2013-02-19,"1,386.91",481.39,"1,603.70",117.52
2013-02-20,"1,386.17",481.45,"1,562.50",115.60
2013-02-21,"1,365.92",479.46,"1,574.10",113.53
2013-02-22,"1,367.99",475.81,"1,572.30",114.10
2013-02-25,"1,357.23",475.09,"1,595.50",114.44
2013-02-26,"1,343.03",475.38,"1,609.00",112.71
2013-02-27,"1,350.95",476.53,"1,603.00",111.87
2013-02-28,"1,358.20",477.73,"1,577.70",111.38
2013-03-01,"1,345.11",477.22,"1,571.90",110.40
2013-03-04,"1,334.40",477.71,"1,572.10",110.09
2013-03-05,"1,345.58",477.92,"1,574.40",111.61
2013-03-06,"1,342.36",477.58,"1,582.30",111.06
2013-03-07,"1,335.70",478.37,"1,577.40",111.15
2013-03-08,"1,339.57",480.93,"1,577.00",110.85
2013-03-11,"1,333.72",481.61,"1,579.20",110.22
2013-03-12,"1,323.32",481.90,"1,591.50",109.65
2013-03-13,"1,321.86",482.00,"1,588.00",108.52
2013-03-14,"1,312.49",483.36,"1,587.90",109.42
2013-03-15,"1,325.05",483.09,"1,594.40",109.82
2013-03-18,"1,304.29",480.83,"1,605.40",109.51
2013-03-19,"1,308.90",481.69,"1,613.00",107.45
2013-03-20,"1,316.10",481.62,"1,606.50",108.72
2013-03-21,"1,321.37",481.85,"1,611.90",107.47
2013-03-22,"1,315.83",481.58,"1,607.40",107.66
2013-03-25,"1,318.40",482.25,"1,596.10",108.17
2013-03-26,"1,313.56",483.25,0.00,109.36
2013-03-27,"1,310.24",482.54,"1,602.00",109.69
2013-03-28,"1,300.00",479.78,"1,596.00",110.02
2013-03-29,"1,293.57",0.00,0.00,0.00
2013-04-01,"1,275.27",478.77,"1,596.20",111.08
2013-04-02,"1,285.43",478.58,"1,575.50",110.69
2013-04-03,"1,278.72",478.68,"1,559.40",107.11
2013-04-04,0.00,478.08,"1,552.60",106.34
2013-04-05,0.00,478.20,"1,567.80",104.12
2013-04-08,"1,288.59",477.99,"1,572.50",104.66
2013-04-09,"1,290.21",479.34,"1,584.30",106.23
2013-04-10,"1,294.85",477.29,"1,557.40",105.79
2013-04-11,"1,285.78",479.41,"1,560.00",104.27
2013-04-12,"1,286.28",478.38,"1,485.60",103.11
2013-04-15,"1,256.01",474.82,"1,351.40",100.39
2013-04-16,"1,246.55",476.08,"1,386.80",99.91
2013-04-17,"1,235.75",475.86,"1,370.20",97.69
2013-04-18,"1,222.20",476.12,"1,391.00",99.13
2013-04-19,"1,231.79",476.44,"1,399.70",99.65
2013-04-22,"1,211.17",475.46,"1,424.00",100.39
2013-04-23,"1,204.47",472.74,"1,414.60",100.31
2013-04-24,"1,216.78",473.11,"1,429.60",101.73
2013-04-25,"1,222.94",475.36,"1,458.30",103.41
2013-04-26,"1,226.40",474.39,"1,453.00",103.16
2013-04-29,0.00,473.91,"1,461.50",103.81
2013-04-30,0.00,478.34,"1,476.60",102.37
2013-05-01,0.00,475.34,"1,455.60",99.95
2013-05-02,"1,211.56",476.53,"1,467.40",102.85
2013-05-03,"1,227.63",477.47,"1,470.00",104.19
2013-05-06,"1,242.85",474.96,"1,469.60",105.46
2013-05-07,"1,236.22",476.56,"1,448.20",104.40
2013-05-08,"1,250.98",477.30,"1,473.60",104.34
2013-05-09,"1,246.22",476.64,"1,455.00",104.47
2013-05-10,"1,257.34",474.76,"1,447.00",103.91
2013-05-13,"1,252.93",475.75,"1,430.70",102.82
2013-05-14,"1,248.02",475.20,"1,426.20",102.60
2013-05-15,"1,231.29",474.61,"1,390.80",103.68
2013-05-16,"1,232.83",473.78,"1,387.50",103.80
2013-05-17,"1,246.87",473.91,"1,364.90",104.64
2013-05-20,"1,241.32",474.48,"1,384.30",104.80
2013-05-21,"1,248.88",474.55,"1,378.20",103.91
2013-05-22,"1,251.35",474.13,"1,370.90",102.60
2013-05-23,"1,231.50",473.60,"1,389.30",102.44
2013-05-24,"1,237.05",472.45,"1,386.80",102.64
2013-05-27,"1,229.47",0.00,0.00,102.62
2013-05-28,"1,230.98",473.37,"1,379.80",104.23
2013-05-29,"1,223.14",472.47,"1,391.30",102.43
2013-05-30,"1,226.26",472.67,"1,412.60",102.19
2013-05-31,"1,226.50",472.94,"1,387.10",100.39
2013-06-03,"1,235.64",474.69,"1,410.10",102.06
2013-06-04,"1,235.72",475.32,"1,398.10",103.24
2013-06-05,"1,238.47",475.44,"1,403.10",103.04
2013-06-06,"1,223.96",474.84,"1,402.10",103.61
2013-06-07,"1,229.21",476.52,"1,384.00",104.56
2013-06-10,0.00,476.12,0.00,103.95
2013-06-11,0.00,477.35,"1,379.00",102.96
2013-06-12,0.00,477.71,"1,388.10",103.49
2013-06-13,"1,214.99",477.62,"1,383.30",104.25
2013-06-14,"1,217.46",476.22,"1,380.00",105.93
2013-06-17,"1,224.35",476.26,"1,383.70",105.47
2013-06-18,"1,222.31",474.43,"1,367.10",106.02
2013-06-19,"1,224.40",476.15,"1,350.00",106.12
2013-06-20,"1,206.86",472.52,"1,315.00",102.15
2013-06-21,"1,198.65",470.56,"1,292.80",100.91
2013-06-24,"1,179.28",473.42,"1,282.00",101.16
2013-06-25,"1,189.70",471.23,"1,276.10",101.26
2013-06-26,"1,177.83",469.90,"1,230.50",101.66
2013-06-27,"1,184.53",468.67,"1,200.40",102.82
2013-06-28,"1,182.59",468.12,"1,212.50",102.16
2013-07-01,"1,192.57",469.23,"1,251.30",103.00
2013-07-02,"1,198.11",470.01,"1,244.50",104.00
2013-07-03,"1,199.18",472.10,"1,247.50",105.76
2013-07-04,"1,198.87",0.00,0.00,105.54
2013-07-05,"1,192.98",469.50,"1,221.90",107.72
2013-07-08,"1,180.28",470.17,"1,235.20",107.43
2013-07-09,"1,185.51",470.96,"1,238.50",107.81
2013-07-10,"1,188.51",471.81,"1,256.00",108.51
2013-07-11,"1,208.19",471.81,"1,284.50",107.73
2013-07-12,"1,196.47",469.67,"1,277.00",108.81
2013-07-15,"1,193.80",467.99,"1,283.40",109.09
2013-07-16,"1,197.81",468.64,"1,291.40",109.40
2013-07-17,"1,203.45",468.31,"1,272.90",108.61
2013-07-18,"1,204.10",470.10,"1,284.90",108.70
2013-07-19,"1,204.71",470.77,"1,290.70",108.07
2013-07-22,"1,212.98",471.80,"1,332.20",108.15
2013-07-23,"1,213.98",470.10,"1,342.30",108.42
2013-07-24,"1,214.93",470.36,"1,318.60",107.19
2013-07-25,"1,211.03",470.19,"1,336.80",107.65
2013-07-26,"1,198.35",468.32,"1,324.70",107.17
2013-07-29,"1,185.75",467.24,"1,328.40",107.45
2013-07-30,"1,185.03",466.48,"1,325.80",106.91
2013-07-31,"1,193.39",467.95,"1,324.20",107.70
2013-08-01,"1,200.18",468.27,"1,308.50",109.54
2013-08-02,"1,200.04",466.83,"1,316.00",108.95
2013-08-05,"1,204.85",467.75,"1,303.10",108.70
2013-08-06,"1,204.50",466.91,"1,282.40",108.18
2013-08-07,"1,198.95",467.46,"1,287.10",107.44
2013-08-08,"1,215.25",468.00,"1,312.80",106.68
2013-08-09,"1,220.80",469.11,"1,314.60",108.22
2013-08-12,"1,237.75",472.67,"1,336.50",108.97
2013-08-13,"1,247.96",472.42,"1,321.00",109.82
2013-08-14,"1,240.28",471.68,"1,336.30",110.20
2013-08-15,"1,244.06",473.06,"1,364.20",111.11
2013-08-16,"1,254.02",472.34,"1,376.70",110.40
2013-08-19,"1,254.31",474.66,"1,366.20",109.90
2013-08-20,"1,244.94",471.32,"1,372.00",110.15
2013-08-21,"1,246.91",471.70,"1,366.80",109.81
2013-08-22,"1,248.63",470.58,"1,372.30",109.90
2013-08-23,"1,254.45",472.35,"1,396.60",111.04
2013-08-26,"1,275.30",474.84,"1,403.00",110.73
2013-08-27,"1,276.22",472.30,"1,415.30",114.36
2013-08-28,"1,264.21",474.50,"1,423.70",116.61
2013-08-29,"1,258.68",472.99,"1,407.30",115.16
2013-08-30,"1,251.70",472.96,"1,393.80",114.01
2013-09-02,"1,269.30",0.00,0.00,114.33
2013-09-03,"1,266.48",472.46,"1,412.00",115.68
2013-09-04,"1,259.80",472.50,"1,387.10",114.91
2013-09-05,"1,257.78",471.11,"1,367.60",115.26
2013-09-06,"1,263.08",472.57,"1,387.50",116.12
2013-09-09,"1,269.43",469.97,"1,387.00",113.72
2013-09-10,"1,259.81",470.53,"1,365.80",111.25
2013-09-11,"1,261.61",471.63,"1,361.60",111.50
2013-09-12,"1,252.04",473.08,"1,322.90",112.63
2013-09-13,"1,249.11",470.60,"1,312.30",112.78
2013-09-16,"1,241.21",470.47,"1,312.00",110.07
2013-09-17,"1,244.87",469.88,"1,310.20",108.19
2013-09-18,"1,247.83",468.79,"1,341.00",110.60
2013-09-19,0.00,471.14,"1,368.30",108.76
2013-09-20,0.00,470.93,"1,330.70",109.22
2013-09-23,"1,251.37",469.67,"1,322.40",108.16
2013-09-24,"1,248.55",469.45,"1,324.90",108.64
2013-09-25,"1,249.55",468.89,0.00,108.32
2013-09-26,"1,251.80",470.57,"1,338.30",109.21
2013-09-27,"1,246.35",470.61,"1,336.00",108.63
2013-09-30,"1,245.89",467.57,"1,328.40",108.37
2013-10-01,0.00,467.99,"1,287.50",107.94
2013-10-02,0.00,466.77,"1,316.40",109.19
2013-10-03,0.00,466.86,0.00,109.00
2013-10-04,0.00,467.06,"1,309.80",109.46
2013-10-07,0.00,465.16,"1,322.30",109.68
2013-10-08,"1,254.24",464.57,"1,321.50",110.16
2013-10-09,"1,252.06",464.38,"1,306.00",109.06
2013-10-10,"1,250.93",465.36,"1,285.00",111.80
2013-10-11,"1,253.50",465.49,"1,269.90",111.28
2013-10-14,"1,262.08",466.08,"1,272.10",111.04
2013-10-15,"1,258.68",466.35,"1,280.90",109.96
2013-10-16,"1,254.78",466.66,"1,281.00",110.86
2013-10-17,"1,247.81",459.38,"1,319.90",109.11
2013-10-18,"1,253.54",459.55,"1,313.30",109.94
2013-10-21,"1,259.59",457.72,"1,316.50",109.64
2013-10-22,"1,252.51",457.94,"1,341.20",109.97
2013-10-23,"1,249.94",458.16,"1,331.90",107.80
2013-10-24,"1,247.14",457.83,"1,346.60",106.99
2013-10-25,"1,233.14",457.44,"1,351.80",106.93
2013-10-28,"1,234.58",457.24,"1,353.60",109.61
2013-10-29,"1,235.69",457.48,"1,359.70",109.01
2013-10-30,"1,243.21",458.50,"1,342.30",109.86
2013-10-31,"1,237.58",457.26,"1,323.90",108.84
2013-11-01,"1,242.94",457.13,"1,311.80",105.91
2013-11-04,"1,237.70",456.72,"1,312.90",106.23
2013-11-05,"1,235.88",455.05,"1,308.60",105.33
2013-11-06,"1,232.55",455.20,"1,316.30",105.24
2013-11-07,"1,235.50",455.80,"1,306.30",103.46
2013-11-08,"1,231.59",458.19,0.00,105.12
2013-11-11,"1,232.54",457.50,"1,281.80",106.40
2013-11-12,"1,231.99",457.05,"1,282.30",105.81
2013-11-13,"1,229.30",457.17,"1,280.50",107.12
2013-11-14,"1,229.99",456.80,"1,289.60",108.54
2013-11-15,"1,223.41",458.63,"1,288.00",108.50
2013-11-18,"1,222.29",457.44,"1,272.30",108.47
2013-11-19,"1,222.34",457.98,"1,273.00",106.92
2013-11-20,"1,229.22",459.12,"1,241.90",108.06
2013-11-21,"1,225.36",459.72,"1,240.40",110.08
2013-11-22,"1,227.01",460.36,"1,243.50",111.05
2013-11-25,"1,224.51",462.11,"1,240.70",111.00
2013-11-26,"1,228.22",462.84,"1,243.00",110.88
2013-11-27,"1,228.67",462.20,"1,237.20",111.31
2013-11-28,"1,229.70",0.00,0.00,110.86
2013-11-29,"1,234.83",463.15,"1,251.60",109.69
2013-12-02,"1,237.59",462.64,"1,237.90",111.45
2013-12-03,"1,233.07",461.84,0.00,112.62
2013-12-04,"1,236.75",462.25,"1,244.70",111.88
2013-12-05,"1,234.86",461.66,"1,227.20",110.98
2013-12-06,"1,237.39",460.98,"1,230.90",111.61
2013-12-09,"1,241.65",460.95,"1,243.20",109.39
2013-12-10,"1,242.47",464.04,"1,264.40",109.38
2013-12-11,"1,241.82",465.67,"1,253.80",109.70
2013-12-12,"1,244.63",465.67,"1,225.90",108.67
2013-12-13,"1,231.16",460.69,"1,239.00",108.83
2013-12-16,"1,230.24",462.09,0.00,110.47
2013-12-17,"1,229.46",460.51,"1,232.30",108.44
2013-12-18,"1,225.92",459.31,"1,220.30",109.63
2013-12-19,"1,221.83",453.63,"1,189.90",110.29
2013-12-20,"1,219.51",454.22,"1,203.70",111.77
2013-12-23,"1,214.71",455.32,"1,200.00",111.56
2013-12-24,"1,212.49",455.54,"1,205.50",111.90
2013-12-25,"1,216.31",0.00,0.00,0.00
2013-12-26,"1,215.29",0.00,"1,212.90",111.98
2013-12-27,"1,220.40",456.62,"1,214.00",112.18
2013-12-30,"1,213.84",455.72,"1,194.40",111.21
2013-12-31,"1,208.40",456.36,"1,198.60",110.80
2014-01-02,"1,211.58",455.35,"1,224.60",107.78
2014-01-03,"1,198.59",455.69,"1,236.20",106.89
2014-01-06,"1,189.46",456.76,"1,237.90",106.73
2014-01-07,"1,182.43",456.63,"1,229.30",107.35
2014-01-08,"1,181.16",455.47,"1,222.30",107.15
2014-01-09,"1,176.94",455.15,"1,226.30",106.39
2014-01-10,"1,180.48",472.43,"1,242.80",107.25
2014-01-13,"1,175.07",456.52,0.00,106.75
2014-01-14,"1,184.41",457.59,"1,242.40",106.39
2014-01-15,"1,181.08",459.65,"1,238.90",107.13
2014-01-16,"1,181.66",459.29,"1,241.10",107.09
2014-01-17,"1,179.96",458.30,"1,252.80",106.48
2014-01-20,"1,182.33",0.00,0.00,106.35
2014-01-21,"1,173.54",459.24,"1,240.10",106.73
2014-01-22,"1,173.07",459.95,"1,240.30",108.27
2014-01-23,"1,174.08",459.09,"1,261.80",107.58
2014-01-24,"1,175.91",458.12,"1,269.40",107.88
2014-01-27,"1,167.55",456.48,0.00,106.69
2014-01-28,"1,157.13",456.83,"1,258.30",107.41
2014-01-29,"1,160.44",456.45,0.00,107.85
2014-01-30,"1,156.54",457.34,"1,242.50",107.95
2014-01-31,0.00,457.98,"1,244.20",106.40
2014-02-03,0.00,458.13,"1,258.30",106.04
2014-02-04,0.00,459.27,"1,255.40",105.78
2014-02-05,0.00,460.13,0.00,106.25
2014-02-06,0.00,460.39,"1,257.90",107.19
2014-02-07,"1,159.83",459.87,"1,267.30",109.57
2014-02-10,"1,170.19",458.49,"1,274.50",108.63
2014-02-11,"1,161.79",459.52,"1,291.50",108.68
2014-02-12,"1,164.97",459.69,"1,291.10",108.79
2014-02-13,"1,164.04",460.91,"1,302.80",108.73
2014-02-14,"1,167.54",462.56,"1,318.30",109.08
2014-02-17,"1,179.69",0.00,0.00,109.18
2014-02-18,"1,172.08",465.50,"1,322.40",110.46
2014-02-19,"1,176.50",466.56,"1,311.70",110.47
2014-02-20,"1,168.14",467.76,"1,323.50",110.30
2014-02-21,"1,168.00",467.54,"1,325.00",109.85
2014-02-24,"1,153.23",470.70,"1,337.60",110.64
2014-02-25,"1,148.46",470.93,"1,399.00",109.51
2014-02-26,"1,148.42",475.21,"1,325.60",109.52
2014-02-27,"1,142.83",475.63,"1,330.90",108.96
2014-02-28,"1,138.27",478.54,"1,326.20",109.07
2014-03-03,"1,138.54",480.53,"1,352.40",111.20
2014-03-04,"1,136.40",482.85,"1,338.40",109.30
2014-03-05,"1,145.33",483.20,"1,338.90",107.76
2014-03-06,"1,143.51",486.49,"1,351.60",108.10
2014-03-07,"1,138.45",485.78,"1,337.70",109.00
2014-03-10,"1,111.84",484.33,"1,340.40",108.08
2014-03-11,"1,120.56",483.99,"1,347.60",108.55
2014-03-12,"1,119.24",485.27,"1,366.80",108.02
2014-03-13,"1,120.81",483.61,"1,371.90",107.39
2014-03-14,"1,112.64",485.48,"1,382.30",108.57
2014-03-17,"1,103.18",484.58,"1,372.20",106.24
